,ID,name,address,rating,rating_number,price_level,lat,lng,open,Sun_open,Sun_close,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thur_open,Thur_close,Fri_open,Fri_close,Sat_open,Sat_close,url,wifi,time_limit,outlet,nearest_bus,bus_distance,nearest_station,station_distance
541,ChIJr80oVvStQjQR8LxICYeR5aI,AROS COFFEE 一縷光,"No. 332 號, Lishan St, Gangdou Village, Neihu District, Taipei City, Taiwan 114",4.6,398,,25.0829173,121.5731744,True,11:00:00,18:30:00,11:00:00,18:30:00,,,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,https://maps.google.com/?cid=11737948012973440240,,,,麗山街,238.79419110840414,港墘,375.7552977973273
542,ChIJSa1zFYysQjQRCQI-kl6iSVE,Reeds Coffee & Bakery,"No. 146號, Section 3, Chenggong Rd, Hubin Village, Neihu District, Taipei City, Taiwan 114",4.3,1091,2.0,25.0799349,121.5897048,True,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,https://maps.google.com/?cid=5857391317436203529,,,,成功路三段,24.561638136944318,文德,504.22227769724384
543,ChIJhY1tQpmsQjQRkP6nYVQ6eUw,Le Mani 琢手咖啡 內湖店,"No. 48-1號, Section 2, Huanshan Rd, Ganghua Village, Neihu District, Taipei City, Taiwan 114",4.4,1543,2.0,25.0855464,121.5737236,True,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,https://maps.google.com/?cid=5510499753154576016,,,yes,麗山新村,54.97149956133647,港墘,624.4514586509332
544,ChIJa5LxNRitQjQRWNIVoE6Mo1Y,Koshi Cafe,"No. 296號, Section 1, Kangning Rd, Ziyun Village, Neihu District, Taipei City, Taiwan 114",4.5,369,,25.0785334,121.5979444,True,09:30:00,17:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,16:30:00,09:30:00,17:30:00,https://maps.google.com/?cid=6242987777786761816,,,,內湖新城,74.99911123678636,內湖,667.7315076355849
545,ChIJL1eKp42tQjQRGJUTlorzFIk,BUNA CAFE Neihu,"No. 137號, Section 6, Minquan E Rd, Baohu Village, Neihu District, Taipei City, Taiwan 114",4.6,4833,2.0,25.069127,121.5942007,True,08:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,08:00:00,22:00:00,https://maps.google.com/?cid=9877787659279242520,,,,福華商場,111.58456673010345,葫洲,1383.7982841392572
546,ChIJGTcKOW6sQjQRRZ9ipGQhXwI,Zhanlu Coffee,"114, Taiwan, Taipei City, Neihu District, 內湖區洲⼦街150號",4.5,1444,2.0,25.0812145,121.5677842,True,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,https://maps.google.com/?cid=170892027001741125,yes,,,恕德家商,164.7535293085634,西湖,118.11075193001412
547,ChIJN-86KZStQjQR2WUpchtrM6Q,Caffaina Coffee Gallery Neihu Shop,"No. 79號, Zhouzi St, 內湖區 Neihu District, Taipei City, Taiwan 114",4.1,1327,,25.0802004,121.5714038,True,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,https://maps.google.com/?cid=11831918411656029657,yes,,yes,麗山街,111.76070318283772,港墘,383.58172804594994
548,ChIJ90YV0NytQjQRu7MgOPDCZkc,Leisure Time Cafe,"No. 372號, Section 1, Neihu Rd, Gangqian Village, Neihu District, Taipei City, Taiwan 114",4.4,910,2.0,25.0811046,121.5717276,True,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,https://maps.google.com/?cid=5145013961306977211,,,,麗山街,16.1258798847733,港墘,368.81414146391
549,ChIJ3xUzNTtcwisRW-0b1558R1k,橋與門coffee,"114, Taiwan, Taipei City, Neihu District, Section 2, Neihu Rd, 350號1樓2樓",5.0,296,,25.0819202,121.590221,True,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,https://maps.google.com/?cid=6433247614377651547,,,,內湖派出所,16.187046290889725,內湖,436.7770902879962
552,ChIJ4dbvYf2tQjQRL3TDD1STqus,根本在旅行-內湖昇恆昌旗艦店,"No. 129號, Jinzhuang Rd, Shitan Village, Neihu District, Taipei City, Taiwan 114",4.8,140,,25.064437,121.5881034,True,10:00:00,21:00:00,10:30:00,19:30:00,10:30:00,19:30:00,10:30:00,19:30:00,10:30:00,19:30:00,10:30:00,19:30:00,10:00:00,21:00:00,https://maps.google.com/?cid=16981547334204879919,yes,yes,,石潭成功路口,165.00321509193557,文德,1596.2393920828729
553,ChIJN9tRRmGsQjQRBRGzuiryq9k,The Antipodean Neihu,"No. 4號, Lane 26, Gangqian Rd, Ganghua Village, Neihu District, Taipei City, Taiwan 114",4.3,2872,2.0,25.0826766,121.5778639,True,07:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,07:00:00,18:00:00,https://maps.google.com/?cid=15684896392582729989,,,,麗山高中(港墘),51.58271831285499,港墘,394.00404528998587
554,ChIJnwpmyIWtQjQReryoq_5_csE,LEAVES Cafe 午葉內湖旗艦店,"114, Taiwan, Taipei City, Neihu District, Gangqian Village, Ruiguang Rd, 168號1樓",4.1,950,2.0,25.0738908,121.5786041,True,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,https://maps.google.com/?cid=13939344528443489402,,,,陽光街,71.11906233830724,港墘,765.9316847316201
558,ChIJIbEWk2usQjQRZuSBb913ibk,肯達咖啡 Kantata Coffee,"No. 17號, Lane 28, Section 1, Huanshan Rd, Xikang Village, Neihu District, Taipei City, Taiwan 114",4.5,671,2.0,25.0856456,121.5640336,True,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,https://maps.google.com/?cid=13369348761768289382,,,,西湖國中,151.4037309226827,西湖,505.9800568880648
559,ChIJvwoWOPKsQjQRzIBGBU9MBmo,暖窩咖啡內湖店,"No. 64號, Section 3, Neihu Rd, Bishan Village, Neihu District, Taipei City, Taiwan 114",4.6,313,1.0,25.0862989,121.5920081,True,10:30:00,18:30:00,10:30:00,18:30:00,10:30:00,18:30:00,10:30:00,18:30:00,10:30:00,18:30:00,10:30:00,18:30:00,10:30:00,18:30:00,https://maps.google.com/?cid=7639877720155259084,,,,碧山路口,45.1532220955959,內湖,380.4396409716624
560,ChIJDwFEO2OsQjQRkCUiQcQHP4c,NATIVO精品咖啡,"No. 48號, Alley 9, Lane 22, Wende Rd, Ruiyang Village, Neihu District, Taipei City, Taiwan 114",4.7,179,2.0,25.0768713,121.5789285,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=9745516658140784016,,,yes,西湖圖書館(湖光教會),199.63220837099956,港墘,516.7175687673673
561,ChIJA8cwxFqpQjQRrwJVZL2__QA,Miracle Coffee 內湖,"No. 151號, Zhouzi St, Xihu Village, Neihu District, Taipei City, Taiwan 11493",4.3,416,2.0,25.0812664,121.5685631,True,,,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,,,https://maps.google.com/?cid=71423989260812975,,,,恕德家商,97.74197546467347,西湖,162.3037522038351
562,ChIJ2amceUKtQjQRpT9mc7Jw7UE,Xuluji Jiaqi Coffee,"114, Taiwan, Taipei City, Neihu District, Gangqian Village, Jiangnan St, 123號1樓",5.0,68,,25.0761918,121.5758572,True,,,07:40:00,16:30:00,07:40:00,16:30:00,07:40:00,16:30:00,07:40:00,16:30:00,07:40:00,16:30:00,,,https://maps.google.com/?cid=4750577093688311717,,,,港墘路,112.17214730662779,港墘,434.93360380531834
563,ChIJx6VEiIysQjQRl1-AZvg5blw,香投咖啡 Sanntou Café,"No. 336號, Section 2, Neihu Rd, Hubin Village, Neihu District, Taipei City, Taiwan 114",4.3,212,2.0,25.0815715,121.5893963,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=6660324637961904023,,,,內湖派出所,32.2796816034071,內湖,528.4846361157862
564,ChIJZe1Zzu-tQjQRqmN_GS6nuV8,CAFE!N 硬咖啡 內科陽光門市,"No. 80號, Ruihu St, Huyuan Village, Neihu District, Taipei City, Taiwan 114",4.1,100,,25.0725545,121.5759688,True,08:00:00,15:30:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,,,https://maps.google.com/?cid=6897728120732738474,,,,陽光街,81.12417311084943,港墘,836.393505283227
565,ChIJAS2mi6atQjQR_Oe_TCEQas4,GO GO GEESAA ｜Coffee & Dessert｜智能手沖咖啡｜workshop場地租借,"No. 335號, Ruiguang Rd, Gangqian Village, Neihu District, Taipei City, Taiwan 114",4.7,171,,25.0777053,121.5749664,True,09:00:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,https://maps.google.com/?cid=14873718454552094716,,,,內湖運動中心,65.8347757347483,港墘,263.33422951583606
566,ChIJd3jNz8ytQjQR9a5vXn3l9O0,Visa Vis Coffee - Lishan,"114, Taiwan, Taipei City, Neihu District, Lishan Village, Section 1, Neihu Rd, 407號1樓",4.9,49,,25.0817519,121.5707203,True,08:30:00,16:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,08:30:00,16:00:00,https://maps.google.com/?cid=17146582007924371189,,,,麗山街,53.861896176020345,西湖,346.91272127192633
567,ChIJC8seTm6sQjQR6cLj6hayijk,Journey Kaffe Xihu,"No. 24號, Lane 583, Ruiguang Rd, Xihu Village, Neihu District, Taipei City, Taiwan 114",4.1,5472,2.0,25.0805373,121.5682139,True,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,https://maps.google.com/?cid=4146322218447782633,,,,仁寶大樓,133.33382017796805,西湖,204.43709531654662
568,ChIJT6qEGnysQjQR1PFfUAFLdFk,Journey Kaffe (Yangguang Store),"No. 42號, Lane 321, Yangguang St, Huyuan Village, Neihu District, Taipei City, Taiwan 114",4.3,9826,2.0,25.0715682,121.5778053,True,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,https://maps.google.com/?cid=6445859435689538004,,,yes,陽光街,186.23474495787195,港墘,977.965654498062
569,ChIJP6vuKe2rQjQRn11mBUwVG4k,Warehouse Cafe,"114, Taiwan, Taipei City, Neihu District, Huyuan Village, Xinhu 2nd Rd, 221號1樓",4.9,65,,25.0628148,121.5803591,True,,,07:10:00,15:00:00,07:10:00,15:00:00,07:10:00,15:00:00,07:10:00,15:00:00,07:10:00,15:00:00,,,https://maps.google.com/?cid=9879513623819607455,,,,行愛路77巷口,113.60486554909586,松山,1441.4203161388125
571,ChIJGXgrR8qrQjQR404jGLqDEuA,HOLA CAFE Taipei Neihu,"1樓, No. 23號, Xinhu 3rd Rd, Huyuan Village, Neihu District, Taipei City, Taiwan 114",4.0,51,,25.0619909,121.5742691,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=16146112449368772323,,,,新湖三路口 (台北花市),334.0757555323651,松山,1359.486460135801
574,ChIJfepvyousQjQRq2rFXvS-esU,Elephant Garden Neihu,"No. 192, Section 2, Neihu Rd, Hubin Village, Neihu District, Taipei City, Taiwan 114",4.2,6098,2.0,25.080771,121.5857379,True,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,https://maps.google.com/?cid=14229895929401797291,,,,達人中學(臺灣戲曲學院),117.48194321493294,文德,258.1599462714065
575,ChIJP9MYKDWtQjQR0SUQGZ4HRAA,和風美咖 MI CAFETO︱精品咖啡︱咖啡豆專賣︱職人手沖咖啡課程,"No. 410號, Ruiguang Rd, Gangqian Village, Neihu District, Taipei City, Taiwan 114",4.5,110,,25.0781301,121.5702809,True,,,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=19148674023040465,,,,瑞光港墘路口,159.91158556294417,西湖,540.2873666748321
576,ChIJS8zbZ92tQjQRPXfkqUJaxNg,May Coffee Be With You,"114, Taiwan, Taipei City, Neihu District, Gangqian Village, Gangqian Rd, 115號1樓",5.0,78,,25.0785061,121.5765486,True,,,08:00:00,15:00:00,08:00:00,15:00:00,08:00:00,15:00:00,08:00:00,15:00:00,08:00:00,15:00:00,08:00:00,17:00:00,https://maps.google.com/?cid=15619708649992386365,,,,港墘派出所,17.820491279329524,港墘,220.30225012886896
577,ChIJI-NQIrytQjQRi2_4Ix2v7kA,Peter Better Cafe,"No. 50號, Zhouzi St, Gangqian Village, Neihu District, Taipei City, Taiwan 114",3.7,201,1.0,25.0790063,121.5731829,True,08:00:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,08:00:00,17:00:00,https://maps.google.com/?cid=4678869602576920459,,,yes,瑞光路393巷,123.02841574524383,港墘,235.59406460616563
578,ChIJV0rOw-mtQjQR128VmBZcAKQ,UNO COFFEE 內湖店,"No. 293號, Section 1, Neihu Rd, Xihu Village, Neihu District, Taipei City, Taiwan 11444",4.6,97,,25.0823476,121.5673398,True,08:00:00,15:00:00,07:30:00,16:30:00,07:30:00,16:30:00,07:30:00,16:30:00,07:30:00,16:30:00,07:30:00,16:00:00,,,https://maps.google.com/?cid=11817546674330759127,,,,捷運西湖站,76.46819025695444,西湖,17.452362967550748
579,ChIJd0DEtLerQjQRj5iFv-4kKQQ,Peter Better Cafe Neihu Xingshan,"No. 64號, Xingshan Rd, Huyuan Village, Neihu District, Taipei City, Taiwan 114",4.1,236,1.0,25.0570511,121.5762723,True,08:00:00,16:00:00,07:00:00,17:00:00,07:00:00,17:00:00,07:00:00,17:00:00,07:00:00,17:00:00,07:00:00,17:00:00,08:00:00,16:00:00,https://maps.google.com/?cid=299811458030868623,,,yes,行善路,23.434143085855176,松山,782.7103481304573
580,ChIJgZHbewCrQjQRVFg4VHl0Qnw,Dreamers Coffee Roasters 內湖大全聯店,"114, Taiwan, Taipei City, Neihu District, Huyuan Village, Section 1, Jiuzong Rd, 188號一 樓",4.7,96,,25.0623069,121.5757088,True,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,https://maps.google.com/?cid=8953847073618810964,yes,,,新湖三路口 (台北花市),184.86524226140688,松山,1367.1171435736956
582,ChIJO6GuZb6sQjQRpNEp6bTjfr8,Seeking Café,"No. 11, Lane 420, Section 5, Chenggong Rd, Jinhu Village, Neihu District, Taipei City, Taiwan 114",4.5,235,2.0,25.0753148,121.6077784,True,09:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,09:00:00,19:00:00,https://maps.google.com/?cid=13798716674455228836,,,,康寧醫院,59.266959887711444,葫洲,299.4077958476502
584,ChIJD9a2SAmtQjQRGEgvyzzTSv4,Kitchen of Kindness,"No. 279號, Ruiguang Rd, Gangqian Village, Neihu District, Taipei City, Taiwan 114",4.8,1439,,25.075518,121.576743,True,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,https://maps.google.com/?cid=18323690291970656280,,,,瑞光路,132.16225524953583,港墘,527.9099921650696
585,ChIJH0HPEeOtQjQR1GUkjTCP_dk,Takeout burger & cafe 內湖店（最後點餐晚上9點，恕不接待10歲以下幼童內用）,"114, Taiwan, Taipei City, Neihu District, Gangqian Village, Zhouzi St, 55號1樓",4.7,901,2.0,25.0795418,121.5736683,True,17:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,17:00:00,22:00:00,https://maps.google.com/?cid=15707868514027333076,,,,麗山國中,125.21667113084875,港墘,165.65862642676106
586,ChIJpzAb-5mtQjQRjYYhoB8h790,Bigtom無罪甜生活－美國冰淇淋咖啡館內湖店,"No. 33號, Lane 258, Ruiguang Rd, Gangqian Village, Neihu District, Taipei City, Taiwan 114",4.9,46,,25.0750647,121.5750462,True,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,https://maps.google.com/?cid=15992037221530175117,,,,港墘路,104.50727899762391,港墘,554.9830520151407
589,ChIJ36PSOKCtQjQRg3kJR6U8WII,克爾咖啡（內湖港墘店）,"No. 12號, Lane 127, Gangqian Rd, Gangqian Village, Neihu District, Taipei City, Taiwan 114",4.8,58,,25.0778635,121.5770085,True,,,07:30:00,15:00:00,07:30:00,15:00:00,07:30:00,15:00:00,07:30:00,15:00:00,07:30:00,15:00:00,,,https://maps.google.com/?cid=9392323703440243075,,,yes,港墘派出所,102.46042908598677,港墘,305.044822685306
591,ChIJd8JMXwKtQjQRtcgmBVKpiOs,Timama kitchen,"No. 32號, Alley 16, Lane 71, Jiangnan St, Gangqian Village, Neihu District, Taipei City, Taiwan 114",4.2,653,2.0,25.0755428,121.5774855,True,,,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,https://maps.google.com/?cid=16972001365484554421,,,,瑞光路,93.92045777131659,港墘,552.092170857334
592,ChIJs9whTXusQjQR4geWV-iWRnM,不想上班 只好喝拿鐵(內湖店),"No. 2號, Lane 116, Jiangnan St, Gangqian Village, Neihu District, Taipei City, Taiwan 114",4.3,814,1.0,25.0765559,121.576081,True,08:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,08:30:00,17:30:00,https://maps.google.com/?cid=8306492487377487842,,,,內湖運動中心,92.96120804906056,港墘,399.50448522205664
593,ChIJL1WwuKetQjQRjRVQ8jh26qk,CHILL CAFE去喝咖啡 自家烘焙,"No. 115號, Jiangnan St, Gangqian Village, Neihu District, Taipei City, Taiwan 114",4.7,50,,25.0763169,121.5761564,True,,,07:30:00,16:00:00,07:30:00,16:00:00,07:30:00,16:00:00,07:30:00,16:00:00,07:30:00,16:00:00,08:30:00,15:00:00,https://maps.google.com/?cid=12243728523915695501,,,,內湖運動中心,119.66088288200092,港墘,427.0097794457561
594,ChIJtZvFZjWtQjQRTg6bf0jX7FI,HWC 黑沃咖啡｜內湖陽光店,"No. 319號, Yangguang St, Huyuan Village, Neihu District, Taipei City, Taiwan 114",4.1,124,2.0,25.0735895,121.5789181,True,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,https://maps.google.com/?cid=5975387511992290894,,,,陽光街,72.14122151062824,港墘,810.0727237465137
595,ChIJ27QZUW6sQjQRKdZidoV-nAY,Marcus老倉庫內湖店,"114, Taiwan, Taipei City, Neihu District, Xihu Village, Lane 583, Ruiguang Rd, 25號1樓",4.4,6393,2.0,25.0807832,121.5678828,True,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,https://maps.google.com/?cid=476394772276368937,,,,仁寶大樓,168.74990147185864,西湖,166.17669796020314
596,ChIJ3cHL-PKpQjQR2xz0Iv8Hd3g,海子家,"100, Taiwan, Taipei City, Zhongzheng District, Ningbo W St, 24-1號2樓 （入口在22巷內，招牌下的小巷子進去才是哦！",4.8,319,2.0,25.0310734,121.5183285,True,10:00:00,21:00:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,10:00:00,21:00:00,https://maps.google.com/?cid=8680415599164398811,,,yes,捷運中正紀念堂站(羅斯福),107.8095421914254,中正紀念堂,263.36794616059245
598,ChIJzXROp2SsQjQR_a03M8HXQI8,晨品咖啡&惇景空間設計,"114, Taiwan, Taipei City, Neihu District, Gangqian Village, Lane 127, Gangqian Rd, 33號1樓",4.4,58,,25.077429,121.5769285,True,,,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,,,https://maps.google.com/?cid=10322487570721123837,yes,yes,yes,內湖運動中心,136.2817401955786,港墘,340.6644562206186
599,ChIJWwRW53GsQjQRDmNGy5h6Vug,Louisa Coffee,"No. 239號, Section 2, Tiding Blvd, Xihu Village, Neihu District, Taipei City, Taiwan 11493",3.4,356,1.0,25.0786955,121.567116,True,,,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,,,https://maps.google.com/?cid=16741703461460402958,,,,金泰公園,116.05406285123536,西湖,387.8004253884969
601,ChIJdeVTvFyvQjQRc4pooOFuA90,Second Life Coffee Plus,"No. 74號, Meide St, Jiujia Village, Shilin District, Taipei City, Taiwan 111",4.4,1131,2.0,25.0957824,121.5251466,True,09:30:00,17:30:00,09:30:00,17:30:00,,,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,https://maps.google.com/?cid=15925694622650108531,,,,士林,73.41465927114511,士林,276.63371302685647
604,ChIJKzsqhymvQjQR0Y-XF9apD3U,CAFE!N Shilin Shop,"No. 1號, Lane 16, Meide St, Fude Village, Shilin District, Taipei City, Taiwan 111011",4.0,657,,25.0944249,121.5256676,True,07:30:00,19:00:00,07:30:00,19:00:00,07:30:00,19:00:00,07:30:00,19:00:00,07:30:00,19:00:00,07:30:00,19:00:00,07:30:00,19:00:00,https://maps.google.com/?cid=8435147364072132561,yes,,yes,捷運士林站,57.468955211475006,士林,118.43439664272027
605,ChIJgRqoY8KvQjQRCC2Eh_QOz94,Together Cafe 士林,"No. 302號, Danan Rd, Hougang Village, Shilin District, Taipei City, Taiwan 111",4.6,435,2.0,25.0888985,121.5188967,True,11:30:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,,,11:00:00,20:00:00,11:00:00,20:00:00,,,https://maps.google.com/?cid=16055067640007503112,,,,後港里,75.88867890108583,劍潭,798.2116060787375
606,ChIJiybSOKOuQjQREnPxnA0f3-A,TAKEAWAY COFFEE 帶著走咖啡｜咖啡豆專賣｜自家烘焙咖啡,"No. 2-1號, Lane 213, Zhongzheng Rd, Fulin Village, Shilin District, Taipei City, Taiwan 111",4.8,432,1.0,25.0951578,121.5265557,True,08:30:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:30:00,19:00:00,https://maps.google.com/?cid=16203704127630439186,,,,捷運士林站(中正),43.56840400365002,士林,186.82340214327635
609,ChIJscNHc8KvQjQRKsvSBUI0wfs,泰谷咖啡,"No. 11號, Fushou St, Jiujia Village, Shilin District, Taipei City, Taiwan 111",4.9,61,,25.0958943,121.5255176,True,,,08:30:00,16:00:00,10:00:00,16:00:00,08:30:00,16:00:00,08:30:00,16:00:00,08:30:00,16:00:00,10:00:00,16:00:00,https://maps.google.com/?cid=18140838232195255082,,,,捷運士林站(中正),65.72215401588117,士林,275.7822240537156
610,ChIJZ5vfxPOvQjQRQ4l-DizRSXk,Awoo Kōhii,"No. 2號, Alley 44, Lane 505, Section 5, Zhongshan N Rd, Fulin Village, Shilin District, Taipei City, Taiwan 111",4.8,544,,25.093396,121.52655,True,10:00:00,17:30:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,10:00:00,17:30:00,https://maps.google.com/?cid=8739746539041098051,yes,,,捷運士林站,50.37590332563485,士林,32.48783390120338
611,ChIJAwlEckevQjQRrkCMoS_2vKs,Banana Blue Coffee 士林店,"No. 182號, Zhongzheng Rd, Jiujia Village, Shilin District, Taipei City, Taiwan 11145",4.1,673,2.0,25.0958028,121.5272899,True,08:30:00,20:30:00,08:30:00,20:30:00,08:30:00,20:30:00,08:30:00,20:30:00,08:30:00,20:30:00,08:30:00,20:30:00,08:30:00,20:30:00,https://maps.google.com/?cid=12375036560541499566,,,yes,捷運士林站(中正),89.50092988981275,士林,276.46208993544093
612,ChIJ1zM6aDCtQjQRcbqbST2pwt8,Cama Coffee Roasters Yangmingshan,"No. 70號, Gezhi Rd, Yangming Village, Shilin District, Taipei City, Taiwan 111",4.2,3507,2.0,25.1382179,121.5466813,True,09:30:00,19:00:00,09:30:00,18:30:00,09:30:00,18:30:00,09:30:00,18:30:00,09:30:00,18:30:00,09:30:00,19:00:00,09:30:00,19:00:00,https://maps.google.com/?cid=16123635696632838769,,,,山仔后,23.601834357968773,芝山,4599.410217851651
614,ChIJbzdgPQCvQjQRtTYy0Z-KOYQ,Leible Coffee,"No. 294號, Wenlin Rd, Fude Village, Shilin District, Taipei City, Taiwan 111",4.4,160,,25.0917692,121.5265122,True,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=9527798905693157045,,,,小北街,83.5950091522185,士林,193.02873555908795
615,ChIJa_UgaqOvQjQRBwD8TiKYwMg,玄珠 SʏᴜᴀɴDʀᴇᴡ 自烘咖啡 & 自製抹醬 Coffee Roast & Spread,"111, Taiwan, Taipei City, Shilin District, Fulin Village, Lane 213, Zhongzheng Rd, 58號1樓",4.6,242,,25.0936456,121.5268541,True,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,https://maps.google.com/?cid=14465729276235481095,yes,,yes,捷運士林站,90.4586235557346,士林,63.494293192216624
