,ID,name,address,rating,rating_number,price_level,lat,lng,open,Sun_open,Sun_close,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thur_open,Thur_close,Fri_open,Fri_close,Sat_open,Sat_close,url,wifi,time_limit,outlet,nearest_bus,bus_distance,nearest_station,station_distance
155,ChIJqc0HUNCrQjQRaVFxGqEdNo8,FOMO COFFEE,"No. 125號, Section 1, Da'an Rd, Ren'ai Village, Da’an District, Taipei City, Taiwan 106",4.1,721,,25.0390327,121.5462783,True,09:00:00,17:30:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,09:00:00,17:30:00,https://maps.google.com/?cid=10319468173936644457,,,,仁愛大安路口(仁愛醫院),140.94911427019855,忠孝復興,375.81990398208734
156,ChIJASafGMarQjQRtDMLDBSxPL4,Toast Chat,"No. 11號, Lane 248, Section 3, Zhongxiao E Rd, Yicun Village, Da’an District, Taipei City, Taiwan 106",4.7,4204,2.0,25.0409345,121.5414366,True,17:30:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,17:30:00,21:30:00,https://maps.google.com/?cid=13708026065468470196,,,,懷生國中,71.77441707772034,忠孝復興,244.93008949857614
157,ChIJc7c80NKrQjQRDt8TfgNurzk,咖啡方桌Café Fundoor,"No. 55號, Section 2, Da'an Rd, Zhu'an Village, Da’an District, Taipei City, Taiwan 106",4.6,227,2.0,25.0311854,121.5461745,True,09:00:00,18:00:00,08:30:00,18:00:00,08:30:00,18:00:00,08:30:00,18:00:00,08:30:00,18:00:00,08:30:00,18:00:00,09:00:00,18:00:00,https://maps.google.com/?cid=4156661942365445902,,,,信義大安路口,239.54177534509267,大安,355.41246484250036
163,ChIJOYPRMS6qQjQRTi9a5xoTSd4,BOOM coffee roasters,"No. 16號, Lane 200, Section 2, Dunhua S Rd, Huxiao Village, Da’an District, Taipei City, Taiwan 106",4.4,632,2.0,25.0227879,121.5475389,True,10:00:00,17:00:00,08:30:00,18:30:00,08:30:00,18:30:00,08:30:00,18:30:00,08:30:00,18:30:00,08:30:00,18:30:00,,,https://maps.google.com/?cid=16017354555991404366,,,,敦化和平路口,132.34671037544913,科技大樓,551.5651972550065
164,ChIJKWu29gSrQjQRJU1H068F4r4,Bros Coffee,"No. 321號, Section 1, Fuxing S Rd, Renci Village, Da’an District, Taipei City, Taiwan 106",4.6,260,,25.0340651,121.5438462,True,,,07:30:00,15:00:00,07:30:00,15:00:00,07:30:00,15:00:00,07:30:00,15:00:00,07:30:00,15:00:00,,,https://maps.google.com/?cid=13754562464664997157,,,,捷運大安站 (復興),62.637607321801404,大安,86.6467645413209
165,ChIJbxtsLE2rQjQRuaCrNE44wXs,八分目珈琲,"No. 27號, Lane 171, Section 2, Xinhai Rd, Longyuan Village, Da’an District, Taipei City, Taiwan 106",4.9,343,,25.0228425,121.5411731,True,,,07:30:00,16:00:00,07:30:00,16:00:00,07:30:00,16:00:00,07:30:00,16:00:00,07:30:00,16:00:00,08:00:00,16:00:00,https://maps.google.com/?cid=8917470645712560313,,,,臺大計資中心,156.32463496020102,科技大樓,428.44148072307956
166,ChIJpxMOPUWrQjQRzMF-hkL_5oQ,Clémentine Café 橙心咖啡｜原葉茶｜輕食,"106, Taiwan, Taipei City, Da’an District, Qunxian Village, Section 2, Fuxing S Rd, 191號2樓",4.6,94,,25.0266469,121.5436152,True,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,12:30:00,19:00:00,11:00:00,19:00:00,11:00:00,07:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=9576622318839316940,yes,,yes,捷運科技大樓站,28.312429004968827,科技大樓,62.45566148325959
167,ChIJwbQDNNKrQjQRimvrRycFL8M,Martin Cafe,"106, Taiwan, Taipei City, Da’an District, De'an Village, Section 1, Da'an Rd, 193-1號1樓",4.4,254,,25.0357139,121.5461757,True,10:00:00,17:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,https://maps.google.com/?cid=14064465827569822602,,,,仁愛大安路口(仁愛醫院),235.59057244286842,大安,373.82304230119126
168,ChIJ1XigphWpQjQRhTEdFEzMfWE,Come True Coffee,"No. 6號, Lane 37, Yongkang St, Fuzhu Village, Da’an District, Taipei City, Taiwan 106",4.6,2908,2.0,25.030705,121.52978,True,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,https://maps.google.com/?cid=7024995620894880133,,yes,,金華大廈,128.67573184242445,東門,351.51552174775367
169,ChIJr2d5d9KrQjQRv5JUareShvw,AW Cafe Wine Bistro,"106, Taiwan, Taipei City, Da’an District, De'an Village, 信義路四段115-2號",4.6,1337,,25.0335079,121.5482195,True,11:00:00,23:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,https://maps.google.com/?cid=18196392660897665727,,,,信義敦化路口,29.66239916721617,信義安和,457.41260685962834
170,ChIJ96O7DYmpQjQRwXiR9EspgkQ,Guang Yi,"No. 2號, Lane 76, Section 3, Xinsheng S Rd, Daxue Village, Da’an District, Taipei City, Taiwan 106",4.3,3039,2.0,25.0192483,121.5335505,True,09:00:00,19:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,19:00:00,09:00:00,19:00:00,https://maps.google.com/?cid=4936553547753945281,,yes,,臺大,85.5226671757224,公館,485.21045030816356
174,ChIJH299NBqpQjQRnu0yuG0txAQ,Foliage cafe,"No. 130號, Leye St, Fanghe Village, Da’an District, Taipei City, Taiwan 106",4.7,331,,25.0204521,121.5524206,True,08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,https://maps.google.com/?cid=343449420852030878,,,,黎明社教中心,72.17074726715214,六張犁,379.5286132811837
175,ChIJX3Wt-DKqQjQRl1h8HPCSPx4,Haowu Spirit Cafe,"17號, Lane 189, Section 2, Anhe Rd, Quan'an Village, Da’an District, Taipei City, Taiwan 106",4.2,846,2.0,25.0269277,121.5509084,True,10:00:00,20:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:00:00,20:00:00,https://maps.google.com/?cid=2179622304638326935,yes,,,全安里,115.87000203852226,六張犁,410.5027043205949
176,ChIJDZR5S9CrQjQRo2E7h0QiaFY,Cross Cafe克勞斯咖啡店,"No. 23號, Lane 91, Section 4, Ren'ai Rd, Ren'ai Village, Da’an District, Taipei City, Taiwan 106",4.3,1212,2.0,25.0386679,121.5467191,True,11:00:00,21:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,21:00:00,https://maps.google.com/?cid=6226264162561647011,,,,仁愛敦化路口(圓環),98.90672740576065,忠孝敦化,420.23113063023845
177,ChIJTRQGjnWpQjQRAyMJSWQ1GsQ,Wangi,"No. 1號, Alley 5, Lane 74, Wenzhou St, Da’an District, Taipei City, Taiwan 106",4.4,176,,25.0195447,121.531992,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=14130665485666689795,,,,台電大樓,186.3433941329732,台電大樓,379.6533449980769
178,ChIJ_UD59PKrQjQRqKh3lQjQEQM,果嶼茶時,"No. 5號, Ln. 144, Section 2, Keelung Rd, Linjiang Village, Da’an District, Taipei City, Taiwan 106",4.8,143,,25.0283434,121.5561861,True,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=221186592003827880,yes,,yes,三興國小(臨江街觀光夜市),41.71359334537101,六張犁,589.0306453603898
179,ChIJQ6qFRCSrQjQRf5i_pjyKv0M,MA CAFE,"No. 1號, Lane 11, Section 2, Dunhua S Rd, Yi'an Village, Da’an District, Taipei City, Taiwan 106",4.4,174,,25.032675,121.5495427,True,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,https://maps.google.com/?cid=4881772514193152127,,,yes,信義敦化路口,50.60091937245685,信義安和,325.87980894860794
180,ChIJzz7tbzOpQjQR1XxFBLawYTg,好人好室 x 七二聚場,"10491, Taiwan, Taipei City, Zhongshan District, Min'an Village, Lane 72, Section 2, Zhongshan N Rd, 18-1號3樓",4.6,846,2.0,25.0570013,121.5215732,True,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=4062722634667097301,yes,,yes,捷運雙連站,274.6585092409353,中山,499.1660271083322
181,ChIJYTRs14SpQjQRJDdLAaR3eeU,FUJIN TREE CAFE,"No. 5-1號, Lane 27, Section 2, Zhongshan N Rd, Kangle Village, Zhongshan District, Taipei City, Taiwan 10491",4.4,515,,25.0532608,121.5237938,True,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=16535379053147535140,,,,捷運中山站(志仁高中),409.97749153861474,中山,350.4614769555907
183,ChIJsX6RCmepQjQRyGZzrKzj69Q,MIDDLE NAME coffee & space,"No. 10號, Lane 18, Nanjing W Rd, Jiantai Village, Datong District, Taipei City, Taiwan 103",4.2,810,2.0,25.0516392,121.52012,True,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,https://maps.google.com/?cid=15342606886334850760,,,,捷運中山站(志仁高中),119.49862092335943,中山,112.64686684347373
184,ChIJseK0CGmpQjQRkHFdKxmVk8A,Libo Cafe,"104, Taiwan, Taipei City, Zhongshan District, Min'an Village, Lane 42, Section 2, Zhongshan N Rd, 12號1樓",4.2,963,1.0,25.0545883,121.521936,True,09:45:00,18:00:00,07:30:00,18:30:00,07:30:00,18:30:00,07:30:00,18:30:00,07:30:00,18:30:00,07:30:00,18:30:00,09:00:00,18:00:00,https://maps.google.com/?cid=13876598812192895376,,,,捷運中山站(志仁高中),290.4332266768431,中山,267.5103321011402
185,ChIJN7UIdHSpQjQR5B61Z59x-Q0,Instil Coffee - Zhongshan（中山店）,"No. 25號, Lane 77, Section 1, Chengde Rd, Jiantai Village, Datong District, Taipei City, Taiwan 103",4.5,335,,25.0521457,121.5183005,True,10:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=1006960921147678436,,yes,,捷運中山站(志仁高中),94.36320500228724,中山,217.58104865738287
187,ChIJ9-PzRWmpQjQRVZIPkO2uz1Q,Melange Café,"No. 23號, Lane 16, Section 2, Zhongshan N Rd, Min'an Village, Zhongshan District, Taipei City, Taiwan 10491",4.2,5405,2.0,25.0532033,121.5208739,True,09:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,09:30:00,18:00:00,https://maps.google.com/?cid=6111295554712474197,,,,捷運中山站(志仁高中),119.18297413540299,中山,80.40958980887946
188,ChIJX3LyRWmpQjQRLkweye8-DFs,Jumane Cafe',"No. 23-1號, Lane 16, Section 2, Zhongshan N Rd, 中山區 Zhongshan District, Taipei City, Taiwan 104",4.1,2210,2.0,25.0532053,121.5207436,True,09:00:00,18:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:30:00,17:00:00,09:00:00,18:00:00,https://maps.google.com/?cid=6560687956764281902,,,,捷運中山站(志仁高中),106.7513429622613,中山,73.39399022112397
189,ChIJ1f0t2R6pQjQRTZfLwtoRksI,R2 平方咖啡,"No. 6號, Lane 26, Chang'an W Rd, 中山區 Zhongshan District, Taipei City, Taiwan 10491",4.8,162,,25.0494639,121.5205056,True,11:00:00,18:30:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,17:30:00,11:00:00,18:30:00,https://maps.google.com/?cid=14020288221226440525,,,,臺北,171.88329365834267,中山,350.42257050812003
190,ChIJgWY7UWSpQjQRTM30eoUOcnM,NO COFFEE 台北中山店,"10491, Taiwan, Taipei City, Zhongshan District, Min'an Village, Nanjing W Rd, 15號一樓",4.3,695,,25.0527485,121.5206836,True,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=8318727428163030348,,,,捷運中山站(志仁高中),91.31912055228892,中山,32.47629887836123
191,ChIJ1XK6vXepQjQRaTD9Cg2qL6A,BOBBY & FRIENDS. CAFE 巴比咖啡,"No. 53號, Nanjing W Rd, Guangneng Village, Datong District, Taipei City, Taiwan 103",4.5,559,2.0,25.0532734,121.5193674,True,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,09:30:00,17:30:00,https://maps.google.com/?cid=11542631342969532521,,,,捷運中山站(志仁高中),57.12431030821695,中山,125.80210425303589
193,ChIJzw_ny9mpQjQRu2eXiEzZu8E,bog tea house buubu,"103, Taiwan, Taipei City, Datong District, Guangneng Village, Lane 49, Chifeng St, 2號2樓",4.4,1405,2.0,25.0555612,121.5196941,True,10:50:00,18:20:00,10:50:00,18:20:00,10:50:00,18:20:00,10:50:00,18:20:00,10:50:00,18:20:00,10:50:00,18:20:00,10:50:00,18:20:00,https://maps.google.com/?cid=13959990392697350075,,yes,,建成公園,198.5136509923124,中山,332.71235247686195
195,ChIJg5RVrCWtQjQRZw0XkgpHXeQ,Always Day One Cafe,"No. 15號, Lane 20, Dazhi St, Zhongshan District, Taipei City, Taiwan 104",4.8,260,,25.081314,121.5453401,True,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,18:00:00,https://maps.google.com/?cid=16455386724207889767,,,yes,飛航服務總台,1202.5430793633982,劍潭,2080.224752067072
196,ChIJNwiXwkSpQjQRZ1ETR-QTUCc,月霞 Waha Cafe,"103, Taiwan, Taipei City, Datong District, Guangneng Village, Lane 47, Chifeng St, 3號1樓",4.4,818,2.0,25.0553361,121.5197593,True,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=2832786036781961575,,,,建成公園,188.44206673152232,中山,306.95201928519924
200,ChIJX3OLckSpQjQRCqU1jaDq42w,森高砂咖啡館｜中山店,"No. 133號, Section 1, Zhongshan N Rd, Zhengde Village, Zhongshan District, Taipei City, Taiwan 104",4.3,687,2.0,25.0516458,121.5226676,True,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,21:00:00,11:00:00,21:00:00,https://maps.google.com/?cid=7846372951094306058,,,,捷運中山站(志仁高中),312.5921643106065,中山,254.0384167719979
201,ChIJjybOnpmpQjQRHVLG0Qemneo,Youmou to Ohana Coffee SPOT Taipei Film House,"104, Taiwan, Taipei City, Zhongshan District, 中山區 Section 2, Zhongshan N Rd, 18號1樓",4.1,1001,2.0,25.0532985,121.5221338,True,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=16905851128733127197,,yes,yes,捷運中山站(志仁高中),245.34261936804214,中山,190.96809159063568
202,ChIJvWmFPV-pQjQRu_TYuwH_cBo,CAFE RACO,"10491, Taiwan, Taipei City, Zhongshan District, Songjiang Village, Lane 147, Section 2, Minsheng E Rd, 1號號1樓",4.4,907,2.0,25.0584222,121.534909,True,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,https://maps.google.com/?cid=1905303025289327803,yes,,yes,民生東路口,945.511356968302,中山,1599.4436657677068
203,ChIJ44iRpoapQjQRNBR1tdCuLac,覓‘s咖啡小酒館 Miss Coffee Bar,"No. 1號, Lane 49, Shuangcheng St, Yuanshan Village, Zhongshan District, Taipei City, Taiwan 10491",4.8,578,,25.0681127,121.5245751,True,10:00:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,00:00:00,10:00:00,00:00:00,https://maps.google.com/?cid=12046476789706724404,,,,捷運圓山站,480.1590077039076,圓山,578.447020100114
204,ChIJzce3pkSpQjQRtzalaUwLsgA,O'tree Cafe 歐樹咖啡（中山區）,"No. 56號, Section 1, Minquan E Rd, Juye Village, Zhongshan District, Taipei City, Taiwan 10491",4.3,507,2.0,25.0625144,121.5245474,True,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,https://maps.google.com/?cid=50114968672351927,,,yes,捷運民權西路站,556.7361875157145,圓山,1082.0107437860445
207,ChIJ-wUCBWypQjQRIaIsMTPpavY,Poffertjes Café,"No. 19號, Alley 9, Lane 64, Nanjing W Rd, Jiantai Village, Datong District, Taipei City, Taiwan 103",4.2,2594,2.0,25.0523783,121.5193328,True,10:30:00,21:30:00,10:30:00,21:30:00,10:30:00,21:30:00,10:30:00,21:30:00,10:30:00,21:30:00,10:30:00,21:30:00,10:30:00,21:30:00,https://maps.google.com/?cid=17756260886939214369,,,,捷運中山站(志仁高中),55.9051380529103,中山,110.2770496706111
212,ChIJEfselmGpQjQR7yaK-dqDBJ4,Fika Fika Cafe,"No. 33號, Yitong St, Zhuyuan Village, Zhongshan District, Taipei City, Taiwan 104",4.4,4627,2.0,25.0504557,121.5352787,True,08:00:00,21:00:00,10:30:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,https://maps.google.com/?cid=11386370734412146415,,,,懷生國宅,639.703563085058,忠孝新生,937.468107088243
213,ChIJJ9B5dH6tQjQR3OOyP64Uals,CHALET V,"104, Taiwan, Taipei City, Zhongshan District, Chenggong Village, ZhiFu Rd, 8號入口於典華停車場後方木門處",4.6,1037,,25.0837339,121.5550552,True,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,,https://maps.google.com/?cid=6587100143608325084,,,,美麗華,322.1309498983591,西湖,1248.599894035709
214,ChIJ2QX-6OKtQjQRLUsn_NneLLQ,JIN Cafe(錦咖啡),"No. 150號, Lequn 2nd Rd, Jintai Village, Zhongshan District, Taipei City, Taiwan 10491",4.9,192,,25.0796286,121.557153,True,07:50:00,14:00:00,07:50:00,16:00:00,,,,,07:50:00,16:00:00,07:50:00,16:00:00,07:50:00,16:00:00,https://maps.google.com/?cid=12982996853622000429,yes,,yes,美麗華,577.6545629459531,西湖,1063.82770875977
217,ChIJyyYDwjepQjQRIeK-JLy_nqo,Let’s Café PLUS Zhongshan Shop,"10491, Taiwan, Taipei City, Zhongshan District, 中山區 Section 2, Zhongshan N Rd, 71號1樓",4.4,590,,25.0571975,121.5230688,True,07:30:00,17:50:00,07:30:00,17:50:00,07:30:00,17:50:00,07:30:00,17:50:00,07:30:00,17:50:00,07:30:00,17:50:00,07:30:00,17:50:00,https://maps.google.com/?cid=12294474847559279137,,,yes,捷運雙連站,420.82533186655695,中山,574.000158970457
220,ChIJvYIuDfWpQjQRBtOq0J20Xjs,這裡 ICI ORIGIN,"2樓, No. 5號, Lane 23, Nanjing W Rd, Min'an Village, Zhongshan District, Taipei City, Taiwan 104",3.9,642,,25.053496,121.520678,True,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,https://maps.google.com/?cid=4278055285952271110,,yes,,捷運中山站(志仁高中),115.76044458588494,中山,100.66118821771339
221,ChIJd9ddmmypQjQRrXQjdZ4rpak,Triangle Garden Cafe,"103, Taiwan, Taipei City, Datong District, Jiantai Village, Taiyuan Rd, 131號2樓",4.4,2005,2.0,25.0530645,121.5161049,True,10:00:00,20:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,20:00:00,https://maps.google.com/?cid=12224224723137164461,,,yes,圓環 (南京),64.78103241445739,中山,435.2611593470602
225,ChIJLfX2m3WpQjQRILURpt3M0_4,Komeda‘s Coffee - Zhongshan Store,"No. 24號, Section 2, Zhongshan N Rd, Min'an Village, Zhongshan District, Taipei City, Taiwan 10491",4.1,974,2.0,25.0538488,121.5224136,True,07:30:00,21:00:00,07:30:00,21:00:00,07:30:00,21:00:00,07:30:00,21:00:00,07:30:00,21:00:00,07:30:00,21:00:00,07:30:00,21:00:00,https://maps.google.com/?cid=18362245358065661216,,,,捷運中山站(志仁高中),289.5770777853623,中山,244.9439205545364
226,ChIJ6b4-SGipQjQRKdoiRz9_Bwo,Coffee Roaster,"No. 7號, Changchun Rd, Zhongshan Village, Zhongshan District, Taipei City, Taiwan 10446",4.3,933,2.0,25.0550768,121.5235709,True,09:30:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,09:30:00,18:00:00,https://maps.google.com/?cid=722686174969387561,yes,yes,,捷運中山站(志仁高中),455.8903021365696,中山,420.309519017981
227,ChIJv-oM0QSrQjQRAmShf6gVdHE,RUFOUS COFFEE ROASTERS 2,"No. 12號, Lane 60, Section 3, Minquan E Rd, Zhongshan District, Taipei City, Taiwan 104",4.7,765,2.0,25.0614924,121.5422936,True,11:00:00,17:30:00,11:00:00,17:30:00,11:00:00,17:30:00,11:00:00,17:30:00,,,11:00:00,17:30:00,11:00:00,17:30:00,https://maps.google.com/?cid=8175183037024265218,,,,捷運中山國中站,212.38383453257094,松山機場,956.8155336700687
228,ChIJVx6NiE6pQjQRMqxqeXR3pI4,MUY 莯以咖啡,"No. 20號, Alley 30, Lane 135, Section 2, Minquan E Rd, Xingzheng Village, Zhongshan District, Taipei City, Taiwan 104",4.4,196,,25.064164,121.5341885,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=10278471591703260210,,,,五常街口,1028.001993294816,圓山,1629.6624740165105
229,ChIJL_2xfWepQjQRsKRr2L4AQvA,Jetlag,"No. 13號, Zhongyuan St, Zhongyuan Village, Zhongshan District, Taipei City, Taiwan 10491",4.3,544,2.0,25.055783,121.5289264,True,10:45:00,19:00:00,10:45:00,19:00:00,,,,,10:45:00,19:00:00,10:45:00,19:00:00,10:45:00,19:00:00,https://maps.google.com/?cid=17312400737240327344,,,,捷運中山站(志仁高中),980.4200799186127,中山,929.5418561976558
231,ChIJJcSnH3qrQjQRkILCobXDncE,memo café,"No. 182號, Hejiang St, Jiangning Village, Zhongshan District, Taipei City, Taiwan 104",4.5,943,2.0,25.0612152,121.5391492,True,09:00:00,17:00:00,09:00:00,17:00:00,,,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,https://maps.google.com/?cid=13951522405534040720,,yes,,捷運中山國中站,520.8431997316006,松山機場,1274.6183786485733
235,ChIJ_8WLFWipQjQRc0d1b_tGhI4,Aussie Cafe,"No. 33號, Lane 115, Section 2, Zhongshan N Rd, Juye Village, Zhongshan District, Taipei City, Taiwan 104",4.6,1227,2.0,25.0610049,121.5242604,True,10:00:00,19:30:00,10:00:00,19:30:00,10:00:00,19:30:00,10:00:00,19:30:00,10:00:00,19:30:00,10:00:00,19:30:00,10:00:00,19:30:00,https://maps.google.com/?cid=10269411096032266099,,,,捷運民權西路站,571.0526384902465,中山,1006.9638142046836
236,ChIJEypAtQisQjQRZ0zM2T_iyak,BorgesPlace,"No. 441號, Mingshui Rd, Yong'an Village, Zhongshan District, Taipei City, Taiwan 104",4.7,2108,3.0,25.0775452,121.549736,True,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,https://maps.google.com/?cid=12234558626593524839,yes,,yes,飛航服務總台,633.7151820384001,松山機場,1612.8671898534053
237,ChIJd3Ikw7CtQjQRTLgn10gauMw,曉秋咖啡廳,"No. 28, Lane 46, Dazhi St, Dazhi Village, Zhongshan District, Taipei City, Taiwan 10491",4.9,64,,25.0819969,121.5455373,True,11:00:00,20:30:00,11:00:00,20:00:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,https://maps.google.com/?cid=14751569479601731660,,,,飛航服務總台,1257.6244953683656,劍潭,2089.318606253287
239,ChIJEZMB786pQjQRu9WGqt7GTc0,慢爐 Man Ju,"No. 36-2號, Lane 121, Section 1, Zhongshan N Rd, Zhengde Village, Zhongshan District, Taipei City, Taiwan 104",4.7,198,,25.0507919,121.5246424,True,11:00:00,19:00:00,11:00:00,19:00:00,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=14793699010627950011,,,,市民林森路口,369.70817126624956,中山,474.62185281286094
240,ChIJ3cHL-PKpQjQR2xz0Iv8Hd3g,海子家,"100, Taiwan, Taipei City, Zhongzheng District, Ningbo W St, 24-1號2樓 （入口在22巷內，招牌下的小巷子進去才是哦！",4.8,319,2.0,25.0310734,121.5183285,True,10:00:00,21:00:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,10:00:00,21:00:00,https://maps.google.com/?cid=8680415599164398811,,,yes,捷運中正紀念堂站(羅斯福),107.8095421914254,中正紀念堂,263.36794616059245
241,ChIJ_wPfw1qpQjQRX8lp_2RfgyA,The Singularity Co Working Space,"No. 32號, Nanyang St, Liming Village, Zhongzheng District, Taipei City, Taiwan 10047",4.9,2914,,25.0442539,121.5160275,True,09:00:00,19:00:00,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,01:00:00,https://maps.google.com/?cid=2342821118549281119,yes,,yes,臺北車站(公園),80.17674274116902,台北車站,264.3511754564445
